PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,SAMPLE_TYPE,FLAG,CAL_INST_ID,CAL_INST_MODEL,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,CORRECTED,DO,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO_PRESSURE,FIELD_MEASUREMENT_REVIEW,LOCATION,OTH_LOCATION,PH,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE,TIME
1/26/2021,2013129,NRS18_PA_10017,8/2/2018,1,NAP,Region_03,PA,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.1,,
1/26/2021,2013129,NRS18_PA_10017,8/2/2018,1,NAP,Region_03,PA,FIELDMEAS,,,,,,,,48.1,Y,10.4,,,,,,,Y,X,,7.24,,,,,,,11.4,9:40
1/26/2021,2013130,NRS18_CO_10974,8/2/2018,1,SPL,Region_08,CO,CALIB,,1,Hq30d,Standard,1000,,,,,,mg/L,100,mg/L,100,1669,,,,,,pH solution,7,pH solution,10,12.5,12.5,,
1/26/2021,2013130,NRS18_CO_10974,8/2/2018,1,SPL,Region_08,CO,FIELDMEAS,,,,,,,,1857,Y,3.88,,,,,,,Y,X,,7.17,,,,,,,21.4,11:26
1/26/2021,2013131,NRS18_MA_10011,8/2/2018,1,CPL,Region_01,MA,CALIB,,18d100941,YSI professional Plus,1000,1000,,,,,,PERCENT,96.2,PERCENT,100.6,,762,,,,,7,7,,,20.7,,,
1/26/2021,2013131,NRS18_MA_10011,8/2/2018,1,CPL,Region_01,MA,FIELDMEAS,,,,,,,,119.2,N,7.92,,,,,,,Y,,,6.55,,,,,,,27.2,11:05
1/26/2021,2013132,NRS18_CO_11423,8/1/2018,1,SPL,Region_08,CO,CALIB,,2,HACH HQ30D,Standard,1078,,,,,,PERCENT,100,PERCENT,100,1495,,,,,,Standard 10.01,9.99,Standard 7,6.99,,,,
1/26/2021,2013132,NRS18_CO_11423,8/1/2018,1,SPL,Region_08,CO,FIELDMEAS,,,,,,,,992,Y,7.53,,,,,,,Y,A,,7.69,,,,,,,21.4,10:20
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,CALIB,,,In Situ SmarTROLL,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,CALIB,COND_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013133,NRS18_OH_10034,8/2/2018,1,SAP,Region_05,OH,FIELDMEAS,,,,,,,,438.83,N,8.99,,,,,,,Y,A,,7.98,,,,,,,25.39,10:38
1/26/2021,2013134,NRS18_SD_10018,8/2/2018,1,TPL,Region_08,SD,CALIB,,18C101657,YSI EXO,Sd Health Lab,1410,,,,,,PERCENT,95.7,PERCENT,95.7,,726.9,,,,,Oakton,7,Oakton,10.01,25.019,25.019,,
1/26/2021,2013134,NRS18_SD_10018,8/2/2018,1,TPL,Region_08,SD,FIELDMEAS,,,,,,,,2182,Y,8.64,,,,,,,Y,X,,7.7,,,,,,,16.69,9:37
1/26/2021,2013135,NRS18_OH_10020,8/2/2018,1,TPL,Region_05,OH,CALIB,,560958,Insitu SmarTROLL,Quickcal,7561.7,,,,,,,,mg/L,8.51,,,,,,,Quickcal,7.02,,,29.32,29.5,,
1/26/2021,2013135,NRS18_OH_10020,8/2/2018,1,TPL,Region_05,OH,FIELDMEAS,,,,,,,,676.32,N,7.35,,,,,,,Y,A,,8.06,,,,,,,23.62,11:13
1/26/2021,2013136,NRS18_OH_10035,8/1/2018,1,TPL,Region_05,OH,CALIB,,560958,Insitu SmarTROLL,Quickcal,7561.7,,,,,,,,mg/L,8.51,,,,,,,Quickcal,7.02,,,29.32,29.5,,
1/26/2021,2013136,NRS18_OH_10035,8/1/2018,1,TPL,Region_05,OH,FIELDMEAS,,,,,,,,803.25,N,7.13,,,,,,,Y,A,,7.99,,,,,,,22.79,11:01
1/26/2021,2013137,NRS18_IN_10005,8/3/2018,1,TPL,Region_05,IN,CALIB,,15F102547,YSI EXO,500,504,1000,1002,,,,mg/L,8.5,mg/L,8.49,,740.5,,,,,7.01,7.03,10.02,10.07,,,,
1/26/2021,2013137,NRS18_IN_10005,8/3/2018,1,TPL,Region_05,IN,FIELDMEAS,,,,,,,,589,Y,6.93,,,,,,,Y,X,,7.93,,,,,,,19.88,8:26
1/26/2021,2013138,NRS18_CT_10030,8/2/2018,1,NAP,Region_01,CT,CALIB,,13D101095/13E101282,YSI EXO HH / YSI Sonde EXO 1,1.411,1.411,,,,,,PERCENT,99.5,mg/L,8.21,,750.5,,,,,7,7,10,10,20.1,20.3,,
1/26/2021,2013138,NRS18_CT_10030,8/2/2018,1,NAP,Region_01,CT,FIELDMEAS,,,,,,,,193.8,Y,8.81,,,,,,,Y,X,,7.35,,,,,,,20,8:58
1/26/2021,2013139,NRS18_NH_10002,8/2/2018,2,NAP,Region_01,NH,CALIB,,,YSI-pro 2030,2000,2000,100,100,,,,PERCENT,98.7,PERCENT,99.1,,,,,,,4,4,7,7,,,,
1/26/2021,2013139,NRS18_NH_10002,8/2/2018,2,NAP,Region_01,NH,FIELDMEAS,,,,,,,,73.9,Y,8.35,,,,,,,,A,,6.73,,,,,,,19.6,10:22
1/26/2021,2013140,NRS18_SC_10180,8/2/2018,1,SAP,Region_04,SC,CALIB,,15A101409,YSI ProDSS,1.413 mS/cm,1.413 mS/cm,,,,,,PERCENT,99.1,PERCENT,99.1,,753.1,,,,,pH 7,7,pH 4,4,21.7,21.7,,
1/26/2021,2013140,NRS18_SC_10180,8/2/2018,1,SAP,Region_04,SC,FIELDMEAS,,,,,,,,98.3,Y,7.5,,,,,,,Y,X,,7.53,,,,,,,24,13:08
1/26/2021,2013141,NRS18_WI_10543,8/2/2018,1,UMW,Region_05,WI,CALIB,,18E101074,YSI PROFESSIONAL SERIES,1000,988,,,,,,PERCENT,102.8,PERCENT,100,,740.2,,,,,7.04,7.04,10.13,10.12,,,,
1/26/2021,2013141,NRS18_WI_10543,8/2/2018,1,UMW,Region_05,WI,FIELDMEAS,,,,,,,,548.9,Y,10.08,,,,,,,Y,X,,8.25,,,,,,,15,8:32
1/26/2021,2013142,NRS18_FL_10008,7/31/2018,1,CPL,Region_04,FL,CALIB,,10102030,YSI Pro Plus,1000,1001,,,,,,PERCENT,99.7,PERCENT,99.9,,756.4,,,,,pH4,4.01,pH7,7.02,,,,
1/26/2021,2013142,NRS18_FL_10008,7/31/2018,1,CPL,Region_04,FL,FIELDMEAS,,,,,,,,50.23,N,6.29,,,,,,,Y,X,,7.34,,,,,,,25.3,9:31
1/26/2021,2013143,NRS18_TN_10007,8/3/2018,1,SAP,Region_04,TN,CALIB,,15A101407,YSI Pro DSS,1413,1413,,,,,,PERCENT,98.7,PERCENT,98,,750.1,,,,,7,7.01,10,10.05,25,25.1,,
1/26/2021,2013143,NRS18_TN_10007,8/3/2018,1,SAP,Region_04,TN,FIELDMEAS,,,,,,,,286.1,Y,7.67,,,,,,,Y,A,,8.19,,,,,,,26.7,10:02
1/26/2021,2013144,NRS18_CO_11424,8/2/2018,1,SPL,Region_08,CO,CALIB,,2,HACH HQ30D,Standard 1000,1262,,,,,,PERCENT,100,PERCENT,100,1184,,,,,,Standard 7,7.4,Standard 10.01,,,,,
1/26/2021,2013144,NRS18_CO_11424,8/2/2018,1,SPL,Region_08,CO,FIELDMEAS,,,,,,,,1768,Y,7.3,,,,,,,Y,A,,6.65,,,,,,,25.4,13:26
1/26/2021,2013145,NRS18_TX_10011,8/3/2018,1,SPL,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000 @ 25C","1,000",,,,,,PERCENT,96.4,PERCENT,96.4,495,732.861,,,,,7.00 @ 25C,6.99,10.00 @ 25C,9.98,22.9,22.99,,
1/26/2021,2013145,NRS18_TX_10011,8/3/2018,1,SPL,Region_06,TX,FIELDMEAS,,,,,,,,390.2,Y,3.15,,,,,,,Y,X,,7.55,,,,,,,24.7,8:45
1/26/2021,2013146,NRS18_RI_10022,8/3/2018,1,NAP,Region_01,RI,CALIB,,18D100941,YSI Professional Plus,1000,1000,,,,,,PERCENT,111.8,PERCENT,99.8,,758.5,,,,,7,7,,,21.8,,,
1/26/2021,2013146,NRS18_RI_10022,8/3/2018,1,NAP,Region_01,RI,FIELDMEAS,,,,,,,,1253.68,N,7.9,,,,,,,Y,X,,6.49,,,,,,,18.9,10:02
1/26/2021,2013147,NRS18_AK-10007,8/4/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013147,NRS18_AK-10007,8/4/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,23,Y,6.61,,,,,,,Y,OTHER,K,7.19,,,,,,,16.72,15:31
1/26/2021,2013148,NRS18_AK-10009,7/31/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013148,NRS18_AK-10009,7/31/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,51,Y,9.14,,,,,,,Y,A,,7.3,,,,,,,15.9,13:00
1/26/2021,2013149,NRS18_AK-10004,8/3/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013149,NRS18_AK-10004,8/3/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,78,Y,6.89,,,,,,,Y,X,,7.12,,,,,,,12.3,14:37
1/26/2021,2013150,NRS18_AK-10008,8/2/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013150,NRS18_AK-10008,8/2/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,8,Y,13.31,,,,,,,Y,X,,6.65,,,,,,,0.92,16:51
1/26/2021,2013151,NRS18_MA_10017,8/5/2018,1,NAP,Region_01,MA,CALIB,,18D100941,YSI Professional Plus,1000,1000,,,,,,PERCENT,98.4,PERCENT,100.2,,762,,,,,7,7,,,19.8,,,
1/26/2021,2013151,NRS18_MA_10017,8/5/2018,1,NAP,Region_01,MA,FIELDMEAS,,,,,,,,924.85,N,5.75,,,,,,,Y,X,,6.34,,,,,,,21.5,9:15
1/26/2021,2013152,NRS18_CO_10010,8/3/2018,1,SPL,Region_08,CO,CALIB,,2,HACH HQ30D,Standard,1147,,,,,,PERCENT,100,PERCENT,100,1065,,,,,,,,,,,,,
1/26/2021,2013152,NRS18_CO_10010,8/3/2018,1,SPL,Region_08,CO,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013152,NRS18_CO_10010,8/3/2018,1,SPL,Region_08,CO,FIELDMEAS,,,,,,,,1889,Y,9.37,,,,,,,Y,A,,,,,,,,,23.1,10:45
1/26/2021,2013153,NRS18_TX_10010,8/5/2018,1,SPL,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000 @ 25 C","1,000",,,,,,PERCENT,98.5,PERCENT,98.5,495,748.355,,,,,7.00 @ 25C,7.01,10.00 @ 25C,10.03,22.4,22.61,,
1/26/2021,2013153,NRS18_TX_10010,8/5/2018,1,SPL,Region_06,TX,FIELDMEAS,,,,,,,,715,Y,4.69,,,,,,,Y,X,,7.69,,,,,,,24.1,8:51
1/26/2021,2013154,NRS18_AL_10022,8/6/2018,1,CPL,Region_04,AL,CALIB,,15A101407,YSI Pro DSS,1413,1413,,,,,,PERCENT,99.6,PERCENT,99.9,,759.6,,,,,4,4,7,7.21,25.1,25,,
1/26/2021,2013154,NRS18_AL_10022,8/6/2018,1,CPL,Region_04,AL,FIELDMEAS,,,,,,,,34.6,Y,0.77,,,,,,,Y,X,,6.33,,,,,,,24.5,8:24
1/26/2021,2013155,NRS18_RI_10001,8/6/2018,1,NAP,Region_01,RI,CALIB,,18D100941,YSI Professional Plus,1000,1000,,,,,,PERCENT,107.7,PERCENT,100.5,,762.2,,,,,7,7,,,23.6,,,
1/26/2021,2013155,NRS18_RI_10001,8/6/2018,1,NAP,Region_01,RI,FIELDMEAS,,,,,,,,725,,6.85,,,,,,,Y,X,,6.83,,,,,,,25.4,9:32
1/26/2021,2013156,NRS18_VA_10005,8/6/2018,1,SAP,Region_03,VA,CALIB,,17E101238,EXO1,1413,1413,,,,,,mg/L,7,mg/L,6.99,,708,,,,,7,7,10,10,30.4,,,
1/26/2021,2013156,NRS18_VA_10005,8/6/2018,1,SAP,Region_03,VA,FIELDMEAS,,,,,,,,341.1,Y,9.2,,,,,,,Y,X,,8.2,,,,,,,19.2,11:00
1/26/2021,2013157,NRS18_MD_10005,8/6/2018,1,SAP,Region_03,MD,CALIB,,60634,Hydrolab quanta,29.2,29.7,72,69.5,,,,mg/L,7.9,mg/L,8.01,,754,,,,,7,7.3,10,9.92,27.04,,,
1/26/2021,2013157,NRS18_MD_10005,8/6/2018,1,SAP,Region_03,MD,FIELDMEAS,,,,,,,,424.78,N,7.2,,,,,,,Y,X,,7.34,,,,,,,23.83,9:15
1/26/2021,2013158,NRS18_ND_10008,8/6/2018,1,TPL,Region_08,ND,CALIB,,17D105911,YSI Exo,1413 nddoh conductivity solution,1413,1008 nddoh conductivity solution,1008,,,,PERCENT,93.4,PERCENT,96.6,,734,,,,,7.0 fisher scientific,7,10.0 fisher scientific,10,21,21.1,,
1/26/2021,2013158,NRS18_ND_10008,8/6/2018,1,TPL,Region_08,ND,FIELDMEAS,,,,,,,,1221,Y,10.06,,,,,,,Y,X,,8.11,,,,,,,22.51,12:29
1/26/2021,2013159,NRS18_CO_11274,8/4/2018,1,XER,Region_08,CO,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,1722,,,,,,pH solution,7,pH solution,10,12.5,12.5,,
1/26/2021,2013159,NRS18_CO_11274,8/4/2018,1,XER,Region_08,CO,FIELDMEAS,,,,,,,,414,Y,7.52,,,,,,,Y,X,,8.26,,,,,,,24.7,11:57
1/26/2021,2013160,NRS18_CO_10004,8/5/2018,1,WMT,Region_08,CO,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,2668,,,,,,Ph solution,7,Ph solution,10,12.5,12.5,,
1/26/2021,2013160,NRS18_CO_10004,8/5/2018,1,WMT,Region_08,CO,FIELDMEAS,,,,,,,,74,Y,7.95,,,,,,,Y,X,,7.95,,,,,,,16.8,11:52
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,CALIB,,07L101231,YSI,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,746.7,,,,,,,,,,,,
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013161,NRS18_OK_10921,8/6/2018,1,SAP,Region_06,OK,FIELDMEAS,,,,,,,,422,Y,6.88,,,,,,,Y,X,,7.01,,,,,,,28.1,15:57
1/26/2021,2013162,NRS18_CO_10012,8/5/2018,1,SPL,Region_08,CO,CALIB,,2,HACH HQ30D,Standard,1144,,,,,,PERCENT,100,PERCENT,100,1248,,,,,,Standard 7.00,6.99,Standard 10.01,10.02,,,,
1/26/2021,2013162,NRS18_CO_10012,8/5/2018,1,SPL,Region_08,CO,FIELDMEAS,,,,,,,,1642,Y,8.4,,,,,,,Y,A,,8.3,,,,,,,20.6,12:15
1/26/2021,2013163,NRS18_KS_10040,8/6/2018,1,SPL,Region_07,KS,CALIB,,short cord,YSI ProDSS,1408,,,,,,,PERCENT,95.3,PERCENT,93.8,,724.2,,,,,10,,7,,28.6,30.5,,
1/26/2021,2013163,NRS18_KS_10040,8/6/2018,1,SPL,Region_07,KS,FIELDMEAS,,,,,,,,471.7,Y,7.54,,,,,,,Y,X,,7.61,,,,,,,25.4,14:52
1/26/2021,2013164,NRS18_TX_10026,8/6/2018,1,SPL,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000 @ 25C","1,000",,,,,,PERCENT,98.7,PERCENT,98.7,575,749.885,,,,,7.00 @ 25C,6.99,10.00 @ 25C,9.94,24.8,25.1,,
1/26/2021,2013164,NRS18_TX_10026,8/6/2018,1,SPL,Region_06,TX,FIELDMEAS,,,,,,,,1319,Y,7.36,,,,,,,Y,A,,8.28,,,,,,,28.8,9:47
1/26/2021,2013165,NRS18_PA_10012,8/7/2018,1,NAP,Region_03,PA,CALIB,,17F103674,YSI ProDSS,1000,1000,445,445,,,,PERCENT,97.5,PERCENT,97.5,,741,,,,,7,7.02,10,10,,,,
1/26/2021,2013165,NRS18_PA_10012,8/7/2018,1,NAP,Region_03,PA,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.1,,
1/26/2021,2013165,NRS18_PA_10012,8/7/2018,1,NAP,Region_03,PA,FIELDMEAS,,,,,,,,191.9,Y,9.23,,,,,,,Y,A,,8,,,,,,,25.3,11:20
1/26/2021,2013166,NRS18_PA_10007,8/7/2018,1,NAP,Region_03,PA,CALIB,,unit 1,In Situ SmarTROLL,QuickCal,7180-8000,,,,,,PERCENT,100,PERCENT,100,,,,,,,QuickCal,7,,,31.06,30,,
1/26/2021,2013166,NRS18_PA_10007,8/7/2018,1,NAP,Region_03,PA,FIELDMEAS,,,,,,,,43.53,N,8.4,,,,,,,Y,X,,7.73,,,,,,,19.44,10:12
1/26/2021,2013167,NRS18_WI_10401,8/7/2018,1,TPL,Region_05,WI,CALIB,,18E101074,YSI PROFESSIONAL SERIES,1000,998,,,,,,PERCENT,102.8,PERCENT,103.4,,739.9,,,,,7.01,7.01,10.02,10.03,,,,
1/26/2021,2013167,NRS18_WI_10401,8/7/2018,1,TPL,Region_05,WI,FIELDMEAS,,,,,,,,871,Y,9.04,,,,,,,Y,X,,8.09,,,,,,,20.9,10:35
1/26/2021,2013168,NRS18_CA_10018,8/7/2018,1,XER,Region_09,CA,CALIB,,3,YSI 6600,7,6.999,,,,,,PERCENT,100,PERCENT,99.5,,756.7,,,,,7,7.02,10,9.99,17.4,17.4,,
1/26/2021,2013168,NRS18_CA_10018,8/7/2018,1,XER,Region_09,CA,FIELDMEAS,,,,,,,,41.96,N,8.51,,,,,,,Y,A,,8.01,,,,,,,17.69,8:52
1/26/2021,2013169,NRS18_ND_10005,8/7/2018,1,TPL,Region_08,ND,CALIB,,17D105911,YSI Exo,1413 nddoh conductivity solution,1413,1008 nddoh conductivity solution,1008,,,,PERCENT,96,PERCENT,96.8,,735.6,,,,,7.0 fisher scientific,7,10.0 fisher scientific,10,21,21.1,,
1/26/2021,2013169,NRS18_ND_10005,8/7/2018,1,TPL,Region_08,ND,FIELDMEAS,,,,,,,,1845,Y,2.64,,,,,,,Y,X,,7.79,,,,,,,21.04,9:42
1/26/2021,2013170,NRS18_AK-10016,8/6/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013170,NRS18_AK-10016,8/6/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,80,Y,7.2,,,,,,,Y,A,,7.2,,,,,,,7.2,10:53
1/26/2021,2013171,NRS18_AK-10002,8/7/2018,1,,Region_10,AK,CALIB,,,YSI 556 MPS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013171,NRS18_AK-10002,8/7/2018,1,,Region_10,AK,FIELDMEAS,,,,,,,,78,Y,10.9,,,,,,,Y,A,,7.3,,,,,,,6.9,10:00
1/26/2021,2013172,NRS18_NE_10025,8/7/2018,1,TPL,Region_07,NE,CALIB,,326909-4,YSI ProDSS,1413,1413,,,,,,PERCENT,100,PERCENT,100,,736.3,,,,,7,7,10,10,25,,,
1/26/2021,2013172,NRS18_NE_10025,8/7/2018,1,TPL,Region_07,NE,FIELDMEAS,,,,,,,,629,Y,8.06,,,,,,,Y,A,,8.18,,,,,,,25,11:58
1/26/2021,2013173,NRS18_VA_10002,8/7/2018,1,SAP,Region_03,VA,CALIB,,17E101238,EXO1,1413,1413,,,,,,mg/L,8.11,mg/L,8.12,,744.4,,,,,7,7,10,10,24.8,,,
1/26/2021,2013173,NRS18_VA_10002,8/7/2018,1,SAP,Region_03,VA,FIELDMEAS,,,,,,,,180.8,Y,8.25,,,,,,,Y,A,,7.97,,,,,,,25.4,12:30
1/26/2021,2013174,NRS18_AL_10005,8/7/2018,1,CPL,Region_04,AL,CALIB,,15A101407,YSI Pro DSS,1413,1412,,,,,,PERCENT,100.1,PERCENT,100.9,,761.1,,,,,4,3.99,7,7.05,25.1,25,,
1/26/2021,2013174,NRS18_AL_10005,8/7/2018,1,CPL,Region_04,AL,FIELDMEAS,,,,,,,,21.2,Y,4.43,,,,,,,Y,X,,6.96,,,,,,,24.3,10:31
1/26/2021,2013175,NRS18_CT_10002,8/7/2018,1,NAP,Region_01,CT,CALIB,,18D100941,YSI Professional Plus,7,7,,,,,,PERCENT,102.6,PERCENT,100,,760.7,,,,,1000,1000,,,24.5,,,
1/26/2021,2013175,NRS18_CT_10002,8/7/2018,1,NAP,Region_01,CT,FIELDMEAS,,,,,,,,324.6,N,7.5,,,,,,,Y,A,,6.59,,,,,,,23.8,10:15
1/26/2021,2013176,NRS18_OR_10054,8/7/2018,1,WMT,Region_10,OR,CALIB,,105752,YSI PRO DSS,100,102,1000,980,,,,mg/L,8.23,mg/L,8.29,,733,,,,,7.01,6.99,10.04,10.06,,,,
1/26/2021,2013176,NRS18_OR_10054,8/7/2018,1,WMT,Region_10,OR,FIELDMEAS,,,,,,,,96,Y,9.18,,,,,,,Y,X,,7.5,,,,,,,17.1,13:32
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,CALIB,,17L101231,YSI,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,741,,,,,,,,,,,,
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013177,NRS18_OK_10026,8/7/2018,1,SAP,Region_06,OK,FIELDMEAS,,,,,,,,45,Y,6.11,,,,,,,Y,X,,7.2,,,,,,,28.9,11:43
1/26/2021,2013178,NRS18_IL_10031,8/7/2018,1,SAP,Region_05,IL,CALIB,,15D100182,YSI PRO DSS,STD 1409,1409,,,,,,PERCENT,99.3,PERCENT,99.4,,754.6,,,,,pH 10,10,pH 4,4,23.3,23.3,,
1/26/2021,2013178,NRS18_IL_10031,8/7/2018,1,SAP,Region_05,IL,FIELDMEAS,,,,,,,,165,Y,3.04,,,,,,,Y,A,,8.37,,,,,,,27.9,13:04
1/26/2021,2013179,NRS18_SD_10024,8/7/2018,1,TPL,Region_08,SD,CALIB,,18C101657,YSI EXO,SD DOH,1410,,,,,,PERCENT,96.1,PERCENT,96.1,,730.1,,,,,Oakton,7,Oakton,10.01,25.019,25.019,,
1/26/2021,2013179,NRS18_SD_10024,8/7/2018,1,TPL,Region_08,SD,FIELDMEAS,,,,,,,,1179,Y,6.44,,,,,,,Y,A,,10.33,,,,,,,25.88,11:03
1/26/2021,2013180,NRS18_DE_10005,8/7/2018,2,CPL,Region_03,DE,CALIB,,ELS 6,YSI 600 XL,Conductivity standard,1000,,,,,,PERCENT,100.3,PERCENT,100.3,,762,,,,,pH buffer 7,7.02,pH buffer 10,10.06,,,,
1/26/2021,2013180,NRS18_DE_10005,8/7/2018,2,CPL,Region_03,DE,FIELDMEAS,,,,,,,,336,Y,7.6,,,,,,,Y,X,,7.8,,,,,,,24.6,8:51
1/26/2021,2013181,NRS18_NY_10018,8/7/2018,1,NAP,Region_02,NY,CALIB,,Pine rental 033217 SN 15J100920,YSI 556,Pine Env,1413,,,,,,PERCENT,97.5,PERCENT,95.2,,728.01,,,,,Pine Env,4,Pine Env,7,23.75,,,
1/26/2021,2013181,NRS18_NY_10018,8/7/2018,1,NAP,Region_02,NY,FIELDMEAS,,,,,,,,133,Y,6.91,,,,,,,Y,A,,7.17,,,,,,,22.76,8:32
1/26/2021,2013182,NRS18_CO_10013,8/7/2018,2,WMT,Region_08,CO,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,2688,,,,,,pH solution,7,pH solution,10,12.5,12.5,,
1/26/2021,2013182,NRS18_CO_10013,8/7/2018,2,WMT,Region_08,CO,FIELDMEAS,,,,,,,,122.1,Y,8.35,,,,,,,Y,X,,7.9,,,,,,,10.1,10:28
1/26/2021,2013183,NRS18_ID_10049,8/7/2018,1,WMT,Region_10,ID,CALIB,,1.803E+11,HQ40D,200,186.4,,,,,,PERCENT,100,PERCENT,100,1448,,,,,,4.01,4,7,7.02,,,,
1/26/2021,2013183,NRS18_ID_10049,8/7/2018,1,WMT,Region_10,ID,FIELDMEAS,,,,,,,,35.4,Y,7.76,,,,,,,Y,A,,8.08,,,,,,,20.1,10:47
1/26/2021,2013184,NRS18_MD_10015,8/7/2018,1,CPL,Region_03,MD,CALIB,,60634,Hydolab quanta,292,300,720,723,,,,mg/L,7.9,mg/L,7.88,,748.5,,,,,7,7.05,10,9.96,26.6,,,
1/26/2021,2013184,NRS18_MD_10015,8/7/2018,1,CPL,Region_03,MD,FIELDMEAS,,,,,,,,243.3,N,8.72,,,,,,,Y,X,,7.52,,,,,,,23.43,9:45
1/26/2021,2013185,NRS18_MD_10003,8/8/2018,1,SAP,Region_03,MD,CALIB,,60634,Hydrolab quanta,29.2,30.2,72,71.2,,,,mg/L,7.71,mg/L,7.73,,736.5,,,,,7,7,10,9.95,27.1,,,
1/26/2021,2013185,NRS18_MD_10003,8/8/2018,1,SAP,Region_03,MD,FIELDMEAS,,,,,,,,112.31,N,8.36,,,,,,,Y,X,,7.65,,,,,,,17.36,9:30
