PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,SAMPLE_TYPE,FLAG,CAL_INST_ID,CAL_INST_MODEL,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,CORRECTED,DO,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO_PRESSURE,FIELD_MEASUREMENT_REVIEW,LOCATION,OTH_LOCATION,PH,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE,TIME
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,CALIB,,17L101231,YSI,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,1000,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,702.2,,,,,,,,,,,,
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2014737,NRS18_OK_10062,6/20/2018,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,637,Y,7.57,,,,,,,Y,X,,8.16,,,,,,,21,10:15
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,CALIB,,17L101231,YSI Pro DSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,97.1,PERCENT,97.1,,738.3,,,,,,,,,,,,
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,24.6,24.6,,
1/26/2021,2012488,NRS18_OK_10431,6/25/2018,1,TPL,Region_06,OK,FIELDMEAS,,,,,,,,951,Y,6.76,,,,,,,Y,X,,7.47,,,,,,,23.8,14:00
1/26/2021,2012489,NRS18_OK_10025,7/2/2018,1,CPL,Region_06,OK,CALIB,,06L1051AA,YSI,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012489,NRS18_OK_10025,7/2/2018,1,CPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012489,NRS18_OK_10025,7/2/2018,1,CPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,98.9,PERCENT,98.9,,752,,,,,,,,,,,,
1/26/2021,2012489,NRS18_OK_10025,7/2/2018,1,CPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2012489,NRS18_OK_10025,7/2/2018,1,CPL,Region_06,OK,FIELDMEAS,,,,,,,,561,Y,7.7,,,,,,,,X,,7.91,,,,,,,27.92,13:02
1/26/2021,2012490,NRS18_WI_10091,7/2/2018,1,TPL,Region_05,WI,CALIB,,18e101074,YSI Pro Plus,,,,,,,,,,,,,,,,,,10.02,10.02,7.01,7.02,,,,
1/26/2021,2012490,NRS18_WI_10091,7/2/2018,1,TPL,Region_05,WI,CALIB,COND_CALIBRATION_COMMENT,,,1000,1006,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012490,NRS18_WI_10091,7/2/2018,1,TPL,Region_05,WI,FIELDMEAS,,,,,,,,802,Y,9.15,,,,,,,Y,X,,7.52,,,,,,,16.5,9:32
1/26/2021,2012491,NRS18_WI_10006,7/12/2018,1,UMW,Region_05,WI,CALIB,,,YSI Pro Plus,1000,1001,,,,,,PERCENT,109.5,PERCENT,109.5,,741.9,,,,,10.05,10.06,7.02,7.02,18.7,,,
1/26/2021,2012491,NRS18_WI_10006,7/12/2018,1,UMW,Region_05,WI,FIELDMEAS,,,,,,,,269,Y,9.16,,,,,,,Y,X,,8.14,,,,,,,17.8,9:55
1/26/2021,2012492,NRS18_OK_10001,7/16/2018,2,SPL,Region_06,OK,CALIB,,06L1051AA,Ysi 6600,10000,10000,,,,,,PERCENT,97.3,PERCENT,97.3,,740.1,,,,,7,7,10,10,27.72,,,
1/26/2021,2012492,NRS18_OK_10001,7/16/2018,2,SPL,Region_06,OK,FIELDMEAS,,,,,,,,741,Y,8.11,,,,,,,,X,,8.05,,,,,,,27.72,12:00
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,CALIB,,17L101231,YSI Pro DSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,733.3,,,,,,,,,,,,
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012493,NRS18_OK_11085,7/16/2018,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,1485,Y,7.06,,,,,,,Y,OTHER,A,8.04,,,,,,,27.05,12:24
1/26/2021,2012494,NRS18_WI_10053,7/16/2018,1,UMW,Region_05,WI,CALIB,,,YSI Pro Plus,1000,1000,,,,,,PERCENT,99.9,PERCENT,99.9,,731.8,,,,,4,4,7,7,26.5,,,
1/26/2021,2012494,NRS18_WI_10053,7/16/2018,1,UMW,Region_05,WI,FIELDMEAS,,,,,,,,201.1,Y,7.92,,,,,,,Y,X,,7.36,,,,,,,20.1,10:21
1/26/2021,2012495,NRS18_OK_10053,7/17/2018,1,SPL,Region_06,OK,CALIB,,06L1051AA,Ysi 6600,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012495,NRS18_OK_10053,7/17/2018,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012495,NRS18_OK_10053,7/17/2018,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,97.1,PERCENT,97.1,,738,,,,,,,,,,,,
1/26/2021,2012495,NRS18_OK_10053,7/17/2018,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2012495,NRS18_OK_10053,7/17/2018,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,15825,Y,10.22,,,,,,,,X,,8.41,,,,,,,31.99,15:44
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,CALIB,,17L101231,YSI Pro DSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,708.1,,,,,,,,,,,,
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012496,NRS18_OK_10050,7/17/2018,2,SPL,Region_06,OK,FIELDMEAS,,,,,,,,2456,Y,6.61,,,,,,,Y,X,,8.24,,,,,,,,16:06
1/26/2021,2012497,NRS18_WI_10036,7/17/2018,1,UMW,Region_05,WI,CALIB,,18E101074,YSI Pro Plus,1000,999,,,,,,PERCENT,99.4,,100.6,,739,,,,,4,4,7.02,7.02,20.1,24.3,,
1/26/2021,2012497,NRS18_WI_10036,7/17/2018,1,UMW,Region_05,WI,FIELDMEAS,,,,,,,,218.8,Y,8.13,,,,,,,Y,X,,6.93,,,,,,,15.4,8:56
1/26/2021,2012498,NRS18_WI_10038,7/18/2018,1,TPL,Region_05,WI,CALIB,,18E101074,YSI Pro Plus,1000,1001,,,,,,PERCENT,98.7,PERCENT,99.3,,738.8,,,,,4,4,7.02,7.01,22.6,24.3,,
1/26/2021,2012498,NRS18_WI_10038,7/18/2018,1,TPL,Region_05,WI,FIELDMEAS,,,,,,,,559.6,Y,12.51,,,,,,,Y,X,,7.76,,,,,,,13.3,10:05
1/26/2021,2012499,NRS18_WI_10019,7/19/2018,1,UMW,Region_05,WI,CALIB,,18E101074,YSI Pro Plus,1000,999,,,,,,mg/L,98.9,mg/L,99.7,,735.6,,,,,4,4,7.01,7.02,22.7,24.3,,
1/26/2021,2012499,NRS18_WI_10019,7/19/2018,1,UMW,Region_05,WI,FIELDMEAS,,,,,,,,417.8,Y,9.72,,,,,,,Y,X,,7.58,,,,,,,14.2,9:49
1/26/2021,2012500,NRS18_NC_10014,7/19/2018,1,SAP,Region_04,NC,CALIB,,13K100916,YSI Professional Plus,1000,1003,502,501,,,,,,mg/L,7.9,2240,,,,,,7,7,4,4,22.7,,,
1/26/2021,2012500,NRS18_NC_10014,7/19/2018,1,SAP,Region_04,NC,FIELDMEAS,,,,,,,,67.2,Y,8.4,,,,,,,Y,X,,7.61,,,,,,,19.6,13:17
1/26/2021,2012501,NRS18_OK_10023,7/23/2018,1,SAP,Region_06,OK,CALIB,,06L1051AA,6600 ysi,10000,10000,,,,,,PERCENT,98.7,PERCENT,98.7,,750.7,,,,,7,7,10,10,,,,
1/26/2021,2012501,NRS18_OK_10023,7/23/2018,1,SAP,Region_06,OK,FIELDMEAS,CONDUCTIVITY_MEASUREMENT_COMMENT,,,,,,,395,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012501,NRS18_OK_10023,7/23/2018,1,SAP,Region_06,OK,FIELDMEAS,,,,,,,,,Y,8.32,,,,,,,,X,,7.81,,,,,,,28.26,17:05
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,CALIB,,17L101231,YSI PRO DSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,98.9,PERCENT,98.9,,751.9,,,,,,,,,,,,
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012502,NRS18_OK_10029,7/24/2018,1,CPL,Region_06,OK,FIELDMEAS,,,,,,,,1594,Y,7.58,,,,,,,Y,A,,8.1,,,,,,,30.3,12:19
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,CALIB,,06L1051aa,Ysi 6600,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,97,PERCENT,97,,737.7,,,,,,,,,,,,
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012503,NRS18_OK_10018,8/28/2018,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,343,Y,5.56,,,,,,,Y,X,,7.08,,,,,,,24.16,10:50
1/26/2021,2012504,NRS18_OK_10022,9/4/2018,2,CPL,Region_06,OK,CALIB,,06L1051AA,ysi 6600,10000,10000,,,,,,PERCENT,,PERCENT,,,755.2,,,,,7,7,10,10,,,,
1/26/2021,2012504,NRS18_OK_10022,9/4/2018,2,CPL,Region_06,OK,FIELDMEAS,,,,,,,,233,Y,6.75,,,,,,,,A,,7.55,,,,,,,26.38,14:00
1/26/2021,2012505,NRS18_DE_10002,9/5/2018,1,CPL,Region_03,DE,CALIB,,ELS 6,YSI 600 XL,Conductivity standard,1000,,,,,,PERCENT,100.9,PERCENT,101,,767,,,,,pH buffer 7,7.02,pH buffer 10,10.06,,,,
1/26/2021,2012505,NRS18_DE_10002,9/5/2018,1,CPL,Region_03,DE,FIELDMEAS,,,,,,,,419,Y,7.32,,,,,,,Y,A,,7.99,,,,,,,25.2,9:43
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,CALIB,,06L1051aa,YSI,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012506,NRS18_OK_10003,9/10/2018,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,624,Y,8.7,,,,,,,Y,X,,7.12,,,,,,,18.79,11:53
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,CALIB,,17c104896,YSI EXO,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,,PERCENT,,,,,,,,,,,,,,,
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012507,NRS18_OK_10830,9/11/2018,1,SAP,Region_06,OK,FIELDMEAS,,,,,,,,35,Y,7.71,,,,,,,Y,X,,6.4,,,,,,,23.8,10:00
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,CALIB,,17c104896,Ysi,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,,,,747.8,,,,,,,,,,,,
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012508,NRS18_OK_10034,9/12/2018,1,SAP,Region_06,OK,FIELDMEAS,,,,,,,,52.7,Y,7.16,,,,,,,Y,A,,7.04,,,,,,,26.1,12:34
1/26/2021,2012509,NRS18_DE_10002,9/19/2018,2,CPL,Region_03,DE,CALIB,,ELS 6,YSI600 XL,Conductivity standard,1000,,,,,,PERCENT,99.7,PERCENT,99.7,,758,,,,,pH buffer 7,7.02,pH buffer 10,10.06,,,,
1/26/2021,2012509,NRS18_DE_10002,9/19/2018,2,CPL,Region_03,DE,FIELDMEAS,,,,,,,,226,Y,8.63,,,,,,,Y,A,,7.46,,,,,,,21.4,9:39
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,CALIB,,17L101231,YSI Pro DSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,94.8,PERCENT,94.8,,720.5,,,,,,,,,,,,
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012510,NRS18_OK_11422,6/3/2019,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,388.5,Y,9.51,,,,,,,Y,X,,7.48,,,,,,,23.9,13:00
1/26/2021,2012511,NRS18_OK_10340,9/17/2019,1,TPL,Region_06,OK,CALIB,,19C100673,YSI prodss,10000,10000,,,,,,PERCENT,98.1,PERCENT,98.1,,746,,,,,7,7,10,10,,,,
1/26/2021,2012511,NRS18_OK_10340,9/17/2019,1,TPL,Region_06,OK,FIELDMEAS,,,,,,,,252,Y,8,,,,,,,,A,,7.48,,,,,,,27.3,15:59
1/26/2021,2012512,NRS18_KS_10098,5/7/2018,1,SPL,Region_07,KS,CALIB,,long cord,YSI PRODSS,Fisher,1408,,,,,,PERCENT,100,PERCENT,98,,692.5,,,,,Fisher,7,Fisher,10,24,24,,
1/26/2021,2012512,NRS18_KS_10098,5/7/2018,1,SPL,Region_07,KS,FIELDMEAS,,,,,,,,1681,Y,7.31,,,,,,,Y,X,,7.92,,,,,,,24.2,20:34
1/26/2021,2012513,NRS18_KS_10086,5/14/2018,1,SPL,Region_07,KS,CALIB,,long cord,YSI ProDSS,Fisher,1408,,,,,,PERCENT,86.2,PERCENT,86.1,3146,,,,,,Fisher,7,Fisher,10,26.6,26.7,,
1/26/2021,2012513,NRS18_KS_10086,5/14/2018,1,SPL,Region_07,KS,FIELDMEAS,,,,,,,,758,Y,11.5,,,,,,,Y,X,,8.6,,,,,,,20.6,18:15
1/26/2021,2012514,NRS18_OH_10050,5/29/2018,1,TPL,Region_05,OH,CALIB,,532892,In-Situ Smartroll MP,,,,,,,,,,,,,,,,,,,,,,28.32,28.5,,
1/26/2021,2012514,NRS18_OH_10050,5/29/2018,1,TPL,Region_05,OH,CALIB,COND_CALIBRATION_COMMENT,,,QuickCal Solution,7180-8000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012514,NRS18_OH_10050,5/29/2018,1,TPL,Region_05,OH,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,mg/L,8.5,,,,,,,,,,,,,,
1/26/2021,2012514,NRS18_OH_10050,5/29/2018,1,TPL,Region_05,OH,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,QuickCal Solution 1 point,7.0-7.02,,,,,,
1/26/2021,2012514,NRS18_OH_10050,5/29/2018,1,TPL,Region_05,OH,FIELDMEAS,,,,,,,,711.7,N,8.03,,,,,,,Y,A,,8.19,,,,,,,23.41,11:33
1/26/2021,2012515,NRS18_KS_10103,5/29/2018,1,SPL,Region_07,KS,CALIB,,long cord,YSI ProDSS,Fisher,1408,,,,,,mg/L,8.02,mg/L,7.96,,722.2,,,,,Fisher,7,Fisher,10,26,27,,
1/26/2021,2012515,NRS18_KS_10103,5/29/2018,1,SPL,Region_07,KS,FIELDMEAS,,,,,,,,3003,Y,5.49,,,,,,,Y,X,,7.7,,,,,,,22.4,14:49
1/26/2021,2012516,NRS18_OH_10023,5/30/2018,1,SAP,Region_05,OH,CALIB,,532892,In-situatioon SmarTroll MP,Quick Cal Soln,7180-8000,,,,,,,,,8.5,,,,,,,Quick Cal Soln,7.0-7.02,,,28.32,28.5,,
1/26/2021,2012516,NRS18_OH_10023,5/30/2018,1,SAP,Region_05,OH,FIELDMEAS,,,,,,,,934.95,N,7.26,,,,,,,Y,,,8.03,,,,,,,22.52,9:55
1/26/2021,2012517,NRS18_KY_10006,5/31/2018,1,SAP,Region_04,KY,CALIB,,532892,In situ smarTROLL MP,,7424.6,,,,,,PERCENT,100,mg/L,8.5,,,,,,,,7,,,,21.26,,
1/26/2021,2012517,NRS18_KY_10006,5/31/2018,1,SAP,Region_04,KY,FIELDMEAS,,,,,,,,542.43,N,6.99,,,,,,,Y,X,,8,,,,,,,23.48,17:43
1/26/2021,2012518,NRS18_TX_10016,6/4/2018,1,CPL,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000uS/cm @ 25C","1,000",,,,,,PERCENT,100.3,PERCENT,100.3,,762,,,,,7.0 @ 25C,7,10.0 @ 25C,10.01,22.6,22.58,,
1/26/2021,2012518,NRS18_TX_10016,6/4/2018,1,CPL,Region_06,TX,FIELDMEAS,,,,,,,,853,Y,1.61,,,,,,,Y,X,,7.29,,,,,,,27.2,8:51
1/26/2021,2012519,NRS18_OH_10014,6/4/2018,1,TPL,Region_05,OH,CALIB,,532892,Insitu smartroll,,,,,,,,,,,,,,,,,,,,,,22.9,,,
1/26/2021,2012519,NRS18_OH_10014,6/4/2018,1,TPL,Region_05,OH,CALIB,COND_CALIBRATION_COMMENT,,,Quick cal,7957,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2012519,NRS18_OH_10014,6/4/2018,1,TPL,Region_05,OH,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,mg/L,8.01,,,,,,,,,,,,,,
1/26/2021,2012519,NRS18_OH_10014,6/4/2018,1,TPL,Region_05,OH,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,Quick cal,7.01,,,,,,
1/26/2021,2012519,NRS18_OH_10014,6/4/2018,1,TPL,Region_05,OH,FIELDMEAS,,,,,,,,499.54,N,15.08,,,,,,,Y,X,,7.85,,,,,,,24.19,1:20
1/26/2021,2012520,NRS18_KS_10100,6/4/2018,1,SPL,Region_07,KS,CALIB,,long cord,YSI ProDSS,Fisher,1408,,,,,,PERCENT,94.5,PERCENT,95.2,,718.1,,,,,Fisher,7,Fisher,10,26,27,,
1/26/2021,2012520,NRS18_KS_10100,6/4/2018,1,SPL,Region_07,KS,FIELDMEAS,,,,,,,,361,Y,4.17,,,,,,,Y,OTHER,B,7.28,,,,,,,22.5,15:17
1/26/2021,2012521,NRS18_MI_10033,6/5/2018,1,UMW,Region_05,MI,CALIB,,16E103979,YSI Exo1,717,717,,,,,,mg/L,8.74,mg/L,8.74,,742.6,,,,,pH7,7,pH10,10,,,,
1/26/2021,2012521,NRS18_MI_10033,6/5/2018,1,UMW,Region_05,MI,FIELDMEAS,,,,,,,,770,Y,5.39,,,,,,,Y,X,,7.72,,,,,,,,8:55
1/26/2021,2012522,NRS18_PA_10004,6/5/2018,1,NAP,Region_03,PA,CALIB,,17F103674,YSI ProDSS,1000,999,445,444,,,,PERCENT,94.6,PERCENT,94.6,,719.1,,,,,7,7,10,9.99,,,,
1/26/2021,2012522,NRS18_PA_10004,6/5/2018,1,NAP,Region_03,PA,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.1,,
1/26/2021,2012522,NRS18_PA_10004,6/5/2018,1,NAP,Region_03,PA,FIELDMEAS,,,,,,,,38.5,Y,10.46,,,,,,,Y,X,,7.2,,,,,,,11,10:00
1/26/2021,2012523,NRS18_IL_10363,6/5/2018,1,TPL,Region_05,IL,CALIB,,15D100182,YSI Pro DSS,1409 Rg. 1010,1407,,,,,,PERCENT,100.5,PERCENT,97.3,,739,,,,,pH 10,10.06,pH 4,3.98,23.5,23.5,,
1/26/2021,2012523,NRS18_IL_10363,6/5/2018,1,TPL,Region_05,IL,FIELDMEAS,,,,,,,,640,Y,9.02,,,,,,,,X,,7.94,,,,,,,17.3,11:01
1/26/2021,2012524,NRS18_GA_10003,6/5/2018,1,SAP,Region_04,GA,CALIB,,400380,Hydrolab HL4,Dry probe,0,500 uS standard,500 uS,,,,PERCENT,100,PERCENT,101.6,,760,,,,,pH 7 standard,7,pH 4 standard,4,26.25,26.2,,
1/26/2021,2012524,NRS18_GA_10003,6/5/2018,1,SAP,Region_04,GA,FIELDMEAS,,,,,,,,49.5,Y,7.37,,,,,,,Y,X,,6.15,,,,,,,18.22,11:02
1/26/2021,2012525,NRS18_OH_10029,6/5/2018,1,TPL,Region_05,OH,CALIB,,532892,In situ SMARTROLL,Quickcal,7957,,,,,,,,,,,,,,,,Quickcal,7.01,,,22.9,,,
1/26/2021,2012525,NRS18_OH_10029,6/5/2018,1,TPL,Region_05,OH,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,,,mg/L,8.01,,,,,,,,,,,,,,
1/26/2021,2012525,NRS18_OH_10029,6/5/2018,1,TPL,Region_05,OH,FIELDMEAS,,,,,,,,503.11,N,7.3,,,,,,,Y,X,,7.7,,,,,,,19.31,11:37
