UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STATE,AG_ECO9,EPA_REG,SAMPLE_TYPE,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,RESULT,RESULT_UNITS,RL,MDL,ABSORBANCE,ABSORBANCE_UNITS,DATE_RECEIVED,DATE_ANALYZED,CONDITION_CODE,ANALYST,DILUTION_FACTOR,KIT_ID,NARS_FLAG
2013417,4/28/2021,NRS18_WY_10065,9/3/2018,1,WY,SPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,108767,,ug/L,0.15,0.1,0.066,Std. Units,9/28/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013418,4/28/2021,NRS18_WY_10845,9/3/2018,1,WY,SPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX5,108066,,ug/L,0.15,0.1,1.544,Std. Units,10/5/2018,2/21/2019,ok,KH,,SeptX5,ND
2013418,4/28/2021,NRS18_WY_10845,9/3/2018,1,WY,SPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX5,108066,,ug/L,0.1,0.05,1.15,Std. Units,10/5/2018,2/21/2019,ok,KH,,SeptX5,ND
2013418,4/28/2021,NRS18_WY_10845,9/3/2018,1,WY,SPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,108067,,ug/L,0.15,0.1,1.555,Std. Units,9/28/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013419,4/28/2021,NRS18_WY_10073,9/2/2018,1,WY,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,108006,,ug/L,0.15,0.1,1.346,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013419,4/28/2021,NRS18_WY_10073,9/2/2018,1,WY,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,108006,,ug/L,0.1,0.05,1.145,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013419,4/28/2021,NRS18_WY_10073,9/2/2018,1,WY,NPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,108007,,ug/L,0.15,0.1,1.463,Std. Units,9/28/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013420,4/28/2021,NRS18_CT_10032,8/30/2018,1,CT,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,AugX4,103326,0.095,ug/L,0.1,0.05,0.863,Std. Units,9/29/2018,2/13/2019,ok,KH,,AugX4,L
2013420,4/28/2021,NRS18_CT_10032,8/30/2018,1,CT,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,AugX4,103326,,ug/L,0.15,0.1,1.416,Std. Units,9/29/2018,2/13/2019,ok,KH,,AugX4,ND
2013420,4/28/2021,NRS18_CT_10032,8/30/2018,1,CT,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,AugZ2,103327,,ug/L,0.15,0.1,1.117,Std. Units,9/29/2018,2/7/2019,ok,KH,,AugZ2,ND
2013421,4/28/2021,NRS18_CA_10012,9/4/2018,1,CA,XER,Region_09,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,109966,,ug/L,0.1,0.05,1.185,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013421,4/28/2021,NRS18_CA_10012,9/4/2018,1,CA,XER,Region_09,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,109966,,ug/L,0.15,0.1,1.47,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013421,4/28/2021,NRS18_CA_10012,9/4/2018,1,CA,XER,Region_09,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,109967,,ug/L,0.15,0.1,1.707,Std. Units,9/28/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013422,4/28/2021,NRS18_SD_10045,9/4/2018,1,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX2,107266,,ug/L,0.1,0.05,1.127,Std. Units,11/16/2018,2/19/2019,ok,KH,,SeptX2,ND
2013422,4/28/2021,NRS18_SD_10045,9/4/2018,1,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX2,107266,0.153,ug/L,0.15,0.1,1.314,Std. Units,11/16/2018,2/19/2019,ok,KH,,SeptX2,
2013422,4/28/2021,NRS18_SD_10045,9/4/2018,1,SD,TPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,107267,0.137,ug/L,0.15,0.1,1.218,Std. Units,11/16/2018,2/18/2019,ok,KH,,SeptZ4,L
2013423,4/28/2021,NRS18_TN_11090,9/4/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,107366,,ug/L,0.15,0.1,1.397,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013423,4/28/2021,NRS18_TN_11090,9/4/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,107366,,ug/L,0.1,0.05,1.218,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013423,4/28/2021,NRS18_TN_11090,9/4/2018,1,TN,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,107367,,ug/L,0.15,0.1,1.488,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013424,4/28/2021,NRS18_WY_11299,8/31/2018,1,WY,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,AugX2,109206,,ug/L,0.15,0.1,1.549,Std. Units,10/5/2018,2/11/2019,ok,KH,,AugX2,ND
2013424,4/28/2021,NRS18_WY_11299,8/31/2018,1,WY,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,AugX2,109206,,ug/L,0.1,0.05,0.925,Std. Units,10/5/2018,2/11/2019,ok,KH,,AugX2,ND
2013424,4/28/2021,NRS18_WY_11299,8/31/2018,1,WY,NPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,AugZ6,109207,,ug/L,0.15,0.1,1.484,Std. Units,9/28/2018,2/12/2019,ok,KH,,AugZ6,ND
2013425,4/28/2021,NRS18_KS_10001,9/4/2018,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,104666,,ug/L,0.1,0.05,1.189,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013425,4/28/2021,NRS18_KS_10001,9/4/2018,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,104666,,ug/L,0.15,0.1,1.319,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013425,4/28/2021,NRS18_KS_10001,9/4/2018,1,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,104667,,ug/L,0.15,0.1,1.678,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013426,4/28/2021,NRS18_CO_10224,9/4/2018,1,CO,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,108086,,ug/L,0.15,0.1,1.471,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013426,4/28/2021,NRS18_CO_10224,9/4/2018,1,CO,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,108086,,ug/L,0.1,0.05,1.204,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013426,4/28/2021,NRS18_CO_10224,9/4/2018,1,CO,WMT,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,108087,,ug/L,0.15,0.1,0.043,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013428,4/28/2021,NRS18_TX_10014,9/5/2018,1,TX,SPL,Region_06,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,107086,,ug/L,0.1,0.05,0.901,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013428,4/28/2021,NRS18_TX_10014,9/5/2018,1,TX,SPL,Region_06,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,107086,,ug/L,0.15,0.1,1.518,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013428,4/28/2021,NRS18_TX_10014,9/5/2018,1,TX,SPL,Region_06,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,107087,,ug/L,0.15,0.1,1.51,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ5,ND
2013429,4/28/2021,NRS18_CA_10795,9/5/2018,1,CA,XER,Region_09,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,109986,,ug/L,0.15,0.1,1.575,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013429,4/28/2021,NRS18_CA_10795,9/5/2018,1,CA,XER,Region_09,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,109986,,ug/L,0.1,0.05,1.228,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013429,4/28/2021,NRS18_CA_10795,9/5/2018,1,CA,XER,Region_09,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,109987,0.107,ug/L,0.15,0.1,1.392,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,L
2013430,4/28/2021,NRS18_GA_10005,9/5/2018,1,GA,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,106386,,ug/L,0.15,0.1,1.504,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013430,4/28/2021,NRS18_GA_10005,9/5/2018,1,GA,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX5,106386,,ug/L,0.1,0.05,1.172,Std. Units,10/19/2018,2/21/2019,ok,KH,,SeptX5,ND
2013430,4/28/2021,NRS18_GA_10005,9/5/2018,1,GA,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,106387,,ug/L,0.15,0.1,1.571,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ5,ND
2013431,4/28/2021,NRS18_SD_10021,9/5/2018,1,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX2,108446,0.163,ug/L,0.15,0.1,1.298,Std. Units,11/16/2018,2/19/2019,ok,KH,,SeptX2,
2013431,4/28/2021,NRS18_SD_10021,9/5/2018,1,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX2,108446,,ug/L,0.1,0.05,1.117,Std. Units,11/16/2018,2/19/2019,ok,KH,,SeptX2,ND
2013431,4/28/2021,NRS18_SD_10021,9/5/2018,1,SD,TPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,108447,0.129,ug/L,0.15,0.1,1.293,Std. Units,11/16/2018,2/18/2019,ok,KH,,SeptZ5,L
2013432,4/28/2021,NRS18_TN_10008,9/5/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX2,107346,,ug/L,0.15,0.1,1.494,Std. Units,10/19/2018,2/19/2019,ok,KH,,SeptX2,ND
2013432,4/28/2021,NRS18_TN_10008,9/5/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX2,107346,,ug/L,0.1,0.05,1.153,Std. Units,10/19/2018,2/19/2019,ok,KH,,SeptX2,ND
2013432,4/28/2021,NRS18_TN_10008,9/5/2018,1,TN,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,107347,,ug/L,0.15,0.1,1.513,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,ND
2013433,4/28/2021,NRS18_NY_10041,9/5/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,105346,,ug/L,0.15,0.1,1.567,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013433,4/28/2021,NRS18_NY_10041,9/5/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,105346,,ug/L,0.1,0.05,1.239,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013433,4/28/2021,NRS18_NY_10041,9/5/2018,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ1,105347,,ug/L,0.15,0.1,1.529,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ1,ND
2013434,4/28/2021,NRS18_NJ_10002,9/5/2018,1,NJ,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,101766,,ug/L,0.1,0.05,0.968,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013434,4/28/2021,NRS18_NJ_10002,9/5/2018,1,NJ,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,101766,,ug/L,0.15,0.1,1.595,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013434,4/28/2021,NRS18_NJ_10002,9/5/2018,1,NJ,SAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,101767,,ug/L,0.15,0.1,1.421,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013435,4/28/2021,NRS18_UT_10032,9/5/2018,2,UT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX2,897086,,ug/L,0.1,0.05,1.247,Std. Units,10/5/2018,2/19/2019,ok,KH,,SeptX2,ND
2013435,4/28/2021,NRS18_UT_10032,9/5/2018,2,UT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX2,897086,,ug/L,0.15,0.1,1.536,Std. Units,10/5/2018,2/19/2019,ok,KH,,SeptX2,ND
2013435,4/28/2021,NRS18_UT_10032,9/5/2018,2,UT,WMT,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,897087,,ug/L,0.15,0.1,1.502,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ5,ND
2013436,4/28/2021,NRS18_MD_10002,9/6/2018,2,MD,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,896446,,ug/L,0.1,0.05,1.19,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013436,4/28/2021,NRS18_MD_10002,9/6/2018,2,MD,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,896446,,ug/L,0.15,0.1,1.48,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013436,4/28/2021,NRS18_MD_10002,9/6/2018,2,MD,SAP,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,896447,,ug/L,0.15,0.1,1.559,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ5,ND
2013437,4/28/2021,NRS18_NY_10020,9/6/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,105766,,ug/L,0.1,0.05,1.215,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013437,4/28/2021,NRS18_NY_10020,9/6/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,105766,,ug/L,0.15,0.1,1.355,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013437,4/28/2021,NRS18_NY_10020,9/6/2018,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,105767,0.103,ug/L,0.15,0.1,1.398,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,L
2013438,4/28/2021,NRS18_WY_10010,9/5/2018,2,WY,XER,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,107886,0.249,ug/L,0.1,0.05,0.678,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,
2013438,4/28/2021,NRS18_WY_10010,9/5/2018,2,WY,XER,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,107886,0.331,ug/L,0.15,0.1,0.987,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,
2013438,4/28/2021,NRS18_WY_10010,9/5/2018,2,WY,XER,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,107887,0.531,ug/L,0.15,0.1,0.93,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,
2013439,4/28/2021,NRS18_WY_10071,9/6/2018,1,WY,XER,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX5,109606,,ug/L,0.1,0.05,1.144,Std. Units,10/5/2018,2/21/2019,ok,KH,,SeptX5,ND
2013439,4/28/2021,NRS18_WY_10071,9/6/2018,1,WY,XER,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX5,109606,,ug/L,0.15,0.1,1.53,Std. Units,10/5/2018,2/21/2019,ok,KH,,SeptX5,ND
2013439,4/28/2021,NRS18_WY_10071,9/6/2018,1,WY,XER,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,109607,,ug/L,0.15,0.1,1.433,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013440,4/28/2021,NRS18_TN_10019,9/6/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,107386,,ug/L,0.1,0.05,0.931,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013440,4/28/2021,NRS18_TN_10019,9/6/2018,1,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,107386,,ug/L,0.15,0.1,1.498,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013440,4/28/2021,NRS18_TN_10019,9/6/2018,1,TN,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ5,107387,,ug/L,0.15,0.1,1.569,Std. Units,10/26/2018,2/18/2019,ok,KH,,SeptZ5,ND
2013441,4/28/2021,NRS18_CT_10009,9/6/2018,1,CT,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,104306,,ug/L,0.1,0.05,0.91,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013441,4/28/2021,NRS18_CT_10009,9/6/2018,1,CT,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,104306,,ug/L,0.15,0.1,1.555,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013441,4/28/2021,NRS18_CT_10009,9/6/2018,1,CT,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,104307,,ug/L,0.15,0.1,1.603,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013442,4/28/2021,NRS18_OR_10006,9/6/2018,1,OR,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,106306,,ug/L,0.1,0.05,0.934,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013442,4/28/2021,NRS18_OR_10006,9/6/2018,1,OR,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,106306,,ug/L,0.15,0.1,1.56,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013442,4/28/2021,NRS18_OR_10006,9/6/2018,1,OR,WMT,Region_10,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,106307,,ug/L,0.15,0.1,1.571,Std. Units,10/26/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013443,4/28/2021,NRS18_ME_10017,9/6/2018,1,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,109526,,ug/L,0.15,0.1,1.48,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013443,4/28/2021,NRS18_ME_10017,9/6/2018,1,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,109526,,ug/L,0.1,0.05,1.201,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013443,4/28/2021,NRS18_ME_10017,9/6/2018,1,ME,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,109527,,ug/L,0.15,0.1,1.567,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,ND
2013444,4/28/2021,NRS18_MI_10001,9/7/2018,2,MI,UMW,Region_05,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX2,108946,,ug/L,0.15,0.1,1.579,Std. Units,10/19/2018,2/19/2019,ok,KH,,SeptX2,ND
2013444,4/28/2021,NRS18_MI_10001,9/7/2018,2,MI,UMW,Region_05,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX2,108946,,ug/L,0.1,0.05,1.148,Std. Units,10/19/2018,2/19/2019,ok,KH,,SeptX2,ND
2013444,4/28/2021,NRS18_MI_10001,9/7/2018,2,MI,UMW,Region_05,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,108947,,ug/L,0.15,0.1,1.386,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013445,4/28/2021,NRS18_TX_10080,9/6/2018,1,TX,SPL,Region_06,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,107046,,ug/L,0.1,0.05,1.123,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013445,4/28/2021,NRS18_TX_10080,9/6/2018,1,TX,SPL,Region_06,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,107046,,ug/L,0.15,0.1,1.306,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013445,4/28/2021,NRS18_TX_10080,9/6/2018,1,TX,SPL,Region_06,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,107047,,ug/L,0.15,0.1,1.465,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013446,4/28/2021,NRS18_ID_10021,9/5/2018,1,ID,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,101786,,ug/L,0.1,0.05,1.232,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013446,4/28/2021,NRS18_ID_10021,9/5/2018,1,ID,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,101786,,ug/L,0.15,0.1,1.462,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013446,4/28/2021,NRS18_ID_10021,9/5/2018,1,ID,WMT,Region_10,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,101787,,ug/L,0.15,0.1,1.562,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013447,4/28/2021,NRS18_NY_10021,9/6/2018,1,NY,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,890926,,ug/L,0.1,0.05,0.903,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013447,4/28/2021,NRS18_NY_10021,9/6/2018,1,NY,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,890926,,ug/L,0.15,0.1,1.513,Std. Units,10/5/2018,2/15/2019,ok,KH,,SeptX1,ND
2013447,4/28/2021,NRS18_NY_10021,9/6/2018,1,NY,SAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,890927,,ug/L,0.15,0.1,1.479,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,ND
2013448,4/28/2021,NRS18_NY_10064,9/7/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,897746,,ug/L,0.1,0.05,1.22,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013448,4/28/2021,NRS18_NY_10064,9/7/2018,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,897746,,ug/L,0.15,0.1,1.467,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013448,4/28/2021,NRS18_NY_10064,9/7/2018,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,897747,,ug/L,0.15,0.1,1.531,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013449,4/28/2021,NRS18_MA_10016,9/7/2018,1,MA,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX3,107946,,ug/L,0.15,0.1,1.469,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013449,4/28/2021,NRS18_MA_10016,9/7/2018,1,MA,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX3,107946,,ug/L,0.1,0.05,1.162,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX3,ND
2013449,4/28/2021,NRS18_MA_10016,9/7/2018,1,MA,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ4,107947,,ug/L,0.15,0.1,1.487,Std. Units,10/12/2018,2/18/2019,ok,KH,,SeptZ4,ND
2013450,4/28/2021,NRS18_TN_10009,9/7/2018,2,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX1,107646,,ug/L,0.1,0.05,0.95,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013450,4/28/2021,NRS18_TN_10009,9/7/2018,2,TN,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX1,107646,,ug/L,0.15,0.1,1.534,Std. Units,11/9/2018,2/15/2019,ok,KH,,SeptX1,ND
2013450,4/28/2021,NRS18_TN_10009,9/7/2018,2,TN,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ3,107647,,ug/L,0.15,0.1,1.58,Std. Units,10/26/2018,2/18/2019,ok,KH,,SeptZ3,ND
2013451,4/28/2021,NRS18_MA_10005,9/9/2018,2,MA,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,108046,,ug/L,0.15,0.1,1.44,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013451,4/28/2021,NRS18_MA_10005,9/9/2018,2,MA,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,108046,,ug/L,0.1,0.05,1.212,Std. Units,10/5/2018,2/20/2019,ok,KH,,SeptX4,ND
2013451,4/28/2021,NRS18_MA_10005,9/9/2018,2,MA,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,108047,,ug/L,0.15,0.1,1.511,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,ND
2013452,4/28/2021,NRS18_AR_10001,9/9/2018,2,AR,SAP,Region_06,MICX,EnviroScience,WATER,REGULAR,MICX,SeptX4,890246,,ug/L,0.15,0.1,1.455,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013452,4/28/2021,NRS18_AR_10001,9/9/2018,2,AR,SAP,Region_06,MICX,EnviroScience,WATER,REGULAR,CYLSPER,SeptX4,890246,,ug/L,0.1,0.05,1.195,Std. Units,10/19/2018,2/20/2019,ok,KH,,SeptX4,ND
2013452,4/28/2021,NRS18_AR_10001,9/9/2018,2,AR,SAP,Region_06,MICZ,EnviroScience,WATER,REGULAR,MICZ,SeptZ2,890247,,ug/L,0.15,0.1,1.559,Std. Units,10/12/2018,2/14/2019,ok,KH,,SeptZ2,ND
