PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,SAMPLE_TYPE,MATRIX,LAB,ANALYTE,SAM_CODE,BATCH_ID,ENT_1X_CCE_100ML,UNITS,NARS_FLAG,COMMENT
2026-06-03,2022564,NRS_KY-10104,NRS23_KY_10005,08/01/2023,1,KY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,433.414273999072,CCE/100-mL,,
2026-06-03,2022565,NRS_WY-10695,NRS23_WY_10240,08/01/2023,1,WY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,397.188029678433,CCE/100-mL,,
2026-06-03,2022566,NRS_SC-10082,NRS23_SC_10024,08/01/2023,2,SC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,1270.56720628926,CCE/100-mL,ND,
2026-06-03,2022567,NRS_CA-11475,NRS23_CA_10310,08/02/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,,CCE/100-mL,ND,
2026-06-03,2022568,NRS_SD-10452,NRS23_SD_10017,08/01/2023,1,SD,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,161.706794802374,CCE/100-mL,ND,
2026-06-03,2022569,NRS_CT-10115,NRS23_CT_10024,08/02/2023,2,CT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,69036.9582234978,CCE/100-mL,,
2026-06-03,2022570,NRS_VA-10144,NRS23_VA_10006,08/02/2023,2,VA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,576.602980722937,CCE/100-mL,,
2026-06-03,2022571,NRS_GA-10204,NRS23_GA_10052,08/02/2023,1,GA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,799.525483990507,CCE/100-mL,,
2026-06-03,2022572,NRS_AR-10259,NRS23_AR_10031,08/02/2023,1,AR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,525.338303888382,CCE/100-mL,,
2026-06-03,2022573,NRS_NV-10475,NRS23_NV_10047,08/02/2023,1,NV,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,,CCE/100-mL,ND,
2026-06-03,2022574,NRS_NV-10608,NRS23_NV_10149,08/01/2023,1,NV,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,2475.97430692137,CCE/100-mL,,
2026-06-03,2022575,NRS_MD-10078,NRS23_MD_10004,08/02/2023,2,MD,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,122.304922606093,CCE/100-mL,,
2026-06-03,2022576,NRS_TN-10152,NRS23_TN_10012,08/02/2023,1,TN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,306.23981361201,CCE/100-mL,,
2026-06-03,2022577,NRS_TX-10472,NRS23_TX_10054,08/02/2023,1,TX,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,582.978283892665,CCE/100-mL,,
2026-06-03,2022578,NRS_OK-10198,NRS23_OK_10026,08/02/2023,1,OK,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,556.538775417082,CCE/100-mL,,
2026-06-03,2022579,NRS_MT-10606,NRS23_MT_10113,08/02/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,112.011544668715,CCE/100-mL,,
2026-06-03,2022580,NRS_MT-10518,NRS23_MT_10017,08/01/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,227.523971644928,CCE/100-mL,,
2026-06-03,2022581,NRS_ID-10511,NRS23_ID_10041,08/02/2023,1,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,123.357000047303,CCE/100-mL,,
2026-06-03,2022582,NRS_CA-11198,NRS23_CA_10074,08/02/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,523.342589138112,CCE/100-mL,,
2026-06-03,2022583,NRS_CA-11399,NRS23_CA_10068,08/02/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,264.462707966767,CCE/100-mL,,
2026-06-03,2022584,NRS_NH-10131,NRS23_NH_10005,08/03/2023,2,NH,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,20,228.423288809371,CCE/100-mL,,
2026-06-03,2022585,NRS_UT-10383,NRS23_UT_10039,08/02/2023,1,UT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,336.281657580716,CCE/100-mL,,
2026-06-03,2022586,NRS_GA-10207,NRS23_GA_10055,08/03/2023,1,GA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,3031.65305277672,CCE/100-mL,,
2026-06-03,2022587,NRS_MI-10251,NRS23_MI_10131,08/03/2023,1,MI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,4784.91989687272,CCE/100-mL,,
2026-06-03,2022588,NRS_FL-10209,NRS23_FL_10009,08/02/2023,1,FL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,439.377253819817,CCE/100-mL,,
2026-06-03,2022591,NRS_VT-10168,NRS23_VT_10060,08/03/2023,1,VT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,544.543013371851,CCE/100-mL,,
2026-06-03,2022592,NRS_VT-10172,NRS23_VT_10064,08/02/2023,1,VT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,468.008587107292,CCE/100-mL,,
2026-06-03,2022593,NRS_MD-10079,NRS23_MD_10029,08/03/2023,1,MD,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,1980.54434897211,CCE/100-mL,,
2026-06-03,2022594,NRS_TX-10286,NRS23_TX_10020,08/03/2023,1,TX,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,584.783202325375,CCE/100-mL,,
2026-06-03,2022595,NRS_NV-10473,NRS23_NV_10009,08/03/2023,1,NV,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,906.308941572321,CCE/100-mL,,
2026-06-03,2022596,NRS_ID-10390,NRS23_ID_10011,08/03/2023,2,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,1554.40180720592,CCE/100-mL,,
2026-06-03,2022597,NRS_TN-10153,NRS23_TN_10013,08/04/2023,1,TN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,535.677440790529,CCE/100-mL,,
2026-06-03,2022598,NRS_MI-10177,NRS23_MI_10039,08/04/2023,1,MI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,609.475330357064,CCE/100-mL,,
2026-06-03,2022599,NRS_WI-10320,NRS23_WI_10141,08/02/2023,1,WI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,2868.29226226015,CCE/100-mL,,
2026-06-03,2022600,NRS_WI-10281,NRS23_WI_10050,08/03/2023,1,WI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,1381.76238048913,CCE/100-mL,,
2026-06-03,2022601,NRS_MT-10631,NRS23_MT_10156,08/04/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,437.040673828699,CCE/100-mL,,
2026-06-03,2022602,NRS_ID-10207,NRS23_ID_HP001,08/03/2023,1,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,1375.23079835896,CCE/100-mL,,
2026-06-03,2022603,NRS_NC-10223,NRS23_NC_10204,08/06/2023,1,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,,CCE/100-mL,ND,SS-Samples missing from GLEC
2026-06-03,2022604,NRS_MI-10214,NRS23_MI_10090,08/06/2023,1,MI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1726.95372631983,CCE/100-mL,,
2026-06-03,2022605,NRS_NC-10151,NRS23_NC_10008,08/07/2023,2,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,435.038304798287,CCE/100-mL,,
2026-06-03,2022606,NRS_CA-11332,NRS23_CA_10207,08/07/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,776.323539590073,CCE/100-mL,,
2026-06-03,2022607,NRS_KS-10361,NRS23_KS_10165,08/07/2023,1,KS,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,4016.36756318163,CCE/100-mL,,
2026-06-03,2022608,NRS_MT-10651,NRS23_MT_10205,08/06/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,30,688.396678690186,CCE/100-mL,,
2026-06-03,2022609,NRS_MT-10563,NRS23_MT_10083,08/06/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,589.076709673133,CCE/100-mL,,
2026-06-03,2022610,NRS_WI-10315,NRS23_WI_10136,08/07/2023,1,WI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,722.542847479937,CCE/100-mL,,
2026-06-03,2022611,NRS_MT-10665,NRS23_MT_10219,08/07/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,890.305163750195,CCE/100-mL,,
2026-06-03,2022612,NRS_OK-10256,NRS23_OK_10049,08/07/2023,1,OK,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,282.630720213688,CCE/100-mL,,
2026-06-03,2022613,NRS_TX-10365,NRS23_TX_10167,08/08/2023,1,TX,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,279.975872300611,CCE/100-mL,,
2026-06-03,2022615,NRS_NJ-10065,NRS23_NJ_10022,08/08/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,1695.61690888919,CCE/100-mL,ND,
2026-06-03,2022616,NRS_MA-10094,NRS23_MA_10003,08/08/2023,2,MA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,1137.09332475323,CCE/100-mL,,
2026-06-03,2022617,NRS_CA-11226,NRS23_CA_10198,08/08/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,217.158332971983,CCE/100-mL,,
2026-06-03,2022618,NRS_KS-10446,NRS23_KS_10250,08/08/2023,1,KS,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1071.29799619468,CCE/100-mL,,
2026-06-03,2022619,NRS_OK-10248,NRS23_OK_10041,08/08/2023,1,OK,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,460.203037932693,CCE/100-mL,,
2026-06-03,2022620,NRS_CA-11493,NRS23_CA_10328,08/08/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,265.642004658384,CCE/100-mL,,
2026-06-03,2022621,NRS_ID-10491,NRS23_ID_10129,08/08/2023,1,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,234.663330612309,CCE/100-mL,,
2026-06-03,2022622,NRS_CA-11395,NRS23_CA_10064,08/08/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,613.212802052986,CCE/100-mL,,
2026-06-03,2022623,NRS_MI-10168,NRS23_MI_10033,08/08/2023,1,MI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,303.675563121637,CCE/100-mL,,
2026-06-03,2022624,NRS_WI-10277,NRS23_WI_10046,08/08/2023,1,WI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1179.11641071762,CCE/100-mL,,
2026-06-03,2022625,NRS_NE-10170,NRS23_NE_10013,08/07/2023,1,NE,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,490.940352199253,CCE/100-mL,ND,
2026-06-03,2022626,NRS_MT-10634,NRS23_MT_10159,08/08/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,531.644255954928,CCE/100-mL,,
2026-06-03,2022627,NRS_MN-10304,NRS23_MN_HP001,08/08/2023,1,MN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,13,84.2920753234756,CCE/100-mL,,
2026-06-03,2022628,NRS_NV-10465,NRS23_NV_10005,08/08/2023,1,NV,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,630.401928574605,CCE/100-mL,ND,
2026-06-03,2022629,NRS_SD-10789,NRS23_SD_10050,08/08/2023,1,SD,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,287.333029082566,CCE/100-mL,,
2026-06-03,2022630,NRS_VT-10135,NRS23_VT_10003,08/08/2023,2,VT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,821.038407650497,CCE/100-mL,ND,
2026-06-03,2022631,NRS_NJ-10069,NRS23_NJ_10007,08/09/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,901.986189525531,CCE/100-mL,ND,
2026-06-03,2022632,NRS_MI-10132,NRS23_MI_10069,08/09/2023,1,MI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1177.17235946457,CCE/100-mL,,
2026-06-03,2022633,NRS_NC-10147,NRS23_NC_10003,08/09/2023,2,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,752.01293090666,CCE/100-mL,,
2026-06-03,2022634,NRS_WY-10504,NRS23_WY_10063,08/08/2023,1,WY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,104.477543215816,CCE/100-mL,,
2026-06-03,2022635,NRS_WY-10658,NRS23_WY_10027,08/08/2023,1,WY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,149.375852242187,CCE/100-mL,,
2026-06-03,2022636,NRS_PA-10142,NRS23_PA_10023,08/09/2023,1,PA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,182.907840163088,CCE/100-mL,,
2026-06-03,2022637,NRS_CA-11458,NRS23_CA_10275,08/09/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,233.170839188487,CCE/100-mL,,
2026-06-03,2022638,NRS_FL-10200,NRS23_FL_10008,08/08/2023,1,FL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,132.836653917464,CCE/100-mL,,
2026-06-03,2022639,NRS_GA-10157,NRS23_GA_10010,08/09/2023,1,GA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,971.565156093482,CCE/100-mL,ND,
2026-06-03,2022640,NRS_KS-10431,NRS23_KS_10235,08/09/2023,1,KS,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1670.25871996632,CCE/100-mL,,
2026-06-03,2022641,NRS_OR-10766,NRS23_OR_10161,08/09/2023,1,OR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,334.595939555251,CCE/100-mL,,
2026-06-03,2022642,NRS_IL-10182,NRS23_IL_10063,08/09/2023,1,IL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,3193.29773287415,CCE/100-mL,,
2026-06-03,2022643,NRS_KY-10141,NRS23_KY_10069,08/08/2023,1,KY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,6959.51080637181,CCE/100-mL,,
2026-06-03,2022644,NRS_MT-10592,NRS23_MT_10063,08/09/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,315.841547535129,CCE/100-mL,,
2026-06-03,2022645,NRS_OK-10180,NRS23_OK_10018,08/09/2023,1,OK,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,256.652885902952,CCE/100-mL,,
2026-06-03,2022646,NRS_MN-10201,NRS23_MN_10018,08/09/2023,1,MN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,539.478727574664,CCE/100-mL,,
2026-06-03,2022647,NRS_KY-10107,NRS23_KY_10009,08/09/2023,2,KY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,322.842217932365,CCE/100-mL,ND,
2026-06-03,2022648,NRS_DE-10089,NRS23_DE_10003,08/09/2023,1,DE,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,23,4885.13514789242,CCE/100-mL,ND,
2026-06-03,2022649,NRS_NJ-10072,NRS23_NJ_10025,08/10/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,405.244987189117,CCE/100-mL,,
2026-06-03,2022650,NRS_WI-10270,NRS23_WI_10039,08/09/2023,1,WI,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,681197.086615572,CCE/100-mL,,
2026-06-03,2022651,NRS_ID-10392,NRS23_ID_10012,08/09/2023,2,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,275.136973897236,CCE/100-mL,ND,
2026-06-03,2022652,NRS_IL-10190,NRS23_IL_10071,08/10/2023,1,IL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,6671.55904294923,CCE/100-mL,,
2026-06-03,2022653,NRS_ND-10505,NRS23_ND_10110,08/10/2023,1,ND,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,,CCE/100-mL,ND,
2026-06-03,2022654,NRS_SC-10123,NRS23_SC_10042,08/09/2023,1,SC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,2944.52301944475,CCE/100-mL,,
2026-06-03,2022655,NRS_GA-10152,NRS23_GA_10006,08/10/2023,1,GA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,1311.68183572916,CCE/100-mL,ND,
2026-06-03,2022656,NRS_NJ-10068,NRS23_NJ_10006,08/10/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,1554.60534743232,CCE/100-mL,ND,
2026-06-03,2022657,NRS_MN-10305,NRS23_MN_HP004,08/10/2023,1,MN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,14,495.331331582478,CCE/100-mL,,
2026-06-03,2022658,NRS_ID-10572,NRS23_ID_10193,08/10/2023,1,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,373.626987740014,CCE/100-mL,,
2026-06-03,2022659,NRS_PA-10151,NRS23_PA_10032,08/10/2023,1,PA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,573.091523746403,CCE/100-mL,,
2026-06-03,2022660,NRS_OR-10775,NRS23_OR_10170,08/10/2023,1,OR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,1113.1535970418,CCE/100-mL,,
2026-06-03,2022661,NRS_ME-10362,NRS23_ME_10051,08/10/2023,1,ME,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,346.081937299064,CCE/100-mL,,
2026-06-03,2022662,NRS_TX-10351,NRS23_TX_10165,08/10/2023,1,TX,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,918.974903263288,CCE/100-mL,,
2026-06-03,2022663,NRS_KY-10130,NRS23_KY_10023,08/10/2023,1,KY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,15,,CCE/100-mL,ND,
2026-06-03,2022665,NRS_PA-10163,NRS23_PA_10053,08/11/2023,1,PA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,98.894712631008,CCE/100-mL,,
2026-06-03,2022666,NRS_NC-10473,NRS23_NC_10026,08/11/2023,1,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,629.013916377303,CCE/100-mL,,
2026-06-03,2022667,NRS_IL-10147,NRS23_IL_10045,08/11/2023,1,IL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,1323.56438602794,CCE/100-mL,,
2026-06-03,2022668,NRS_MT-10495,NRS23_MT_10002,08/10/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,8384.36323123646,CCE/100-mL,ND,COC-Sample thawed due to transit delay
2026-06-03,2022669,NRS_MT-10587,NRS23_MT_10058,08/11/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,710.789428524731,CCE/100-mL,,COC-Sample thawed due to transit delay
2026-06-03,2022670,NRS_NJ-10099,NRS23_NJ_10069,08/11/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,641.813528324862,CCE/100-mL,,
2026-06-03,2022671,NRS_FL-10222,NRS23_FL_10017,08/10/2023,1,FL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,526.514807721535,CCE/100-mL,,
2026-06-03,2022672,NRS_NJ-10095,NRS23_NJ_10065,08/13/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,881.032807840277,CCE/100-mL,,
2026-06-03,2022673,NRS_IL-10204,NRS23_IL_10085,08/13/2023,1,IL,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,516.560364249337,CCE/100-mL,,
2026-06-03,2022674,NRS_ME-10314,NRS23_ME_10002,08/13/2023,1,ME,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,418.436080489824,CCE/100-mL,,
2026-06-03,2022676,NRS_NC-10475,NRS23_NC_10329,08/13/2023,1,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,183.917170590148,CCE/100-mL,,
2026-06-03,2022677,NRS_AR-10256,NRS23_AR_10028,08/13/2023,1,AR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,321.05796138653,CCE/100-mL,,
2026-06-03,2022678,NRS_MT-10591,NRS23_MT_10062,08/13/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,179.267791837143,CCE/100-mL,,COC-Sample thawed due to transit delay
2026-06-03,2022679,NRS_VT-10136,NRS23_VT_10004,08/14/2023,1,VT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,97.6150970027909,CCE/100-mL,,
2026-06-03,2022680,NRS_AR-10296,NRS23_AR_10094,08/14/2023,1,AR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,104.610859040005,CCE/100-mL,,
2026-06-03,2022681,NRS_UT-10424,NRS23_UT_10067,08/14/2023,1,UT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,973.911548067052,CCE/100-mL,,
2026-06-03,2022682,NRS_IN-10125,NRS23_IN_10045,08/14/2023,1,IN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,1452.58843668723,CCE/100-mL,,
2026-06-03,2022683,NRS_NC-10154,NRS23_NC_10011,08/14/2023,1,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,472.051347626723,CCE/100-mL,,
2026-06-03,2022684,NRS_NJ-10093,NRS23_NJ_10063,08/14/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,1057.48746258835,CCE/100-mL,,
2026-06-03,2022685,NRS_KS-10387,NRS23_KS_10191,08/14/2023,1,KS,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,1329.29071297686,CCE/100-mL,,
2026-06-03,2022686,NRS_ME-10310,NRS23_ME_HP005,08/14/2023,1,ME,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,195.311747447433,CCE/100-mL,,
2026-06-03,2022687,NRS_OK-10177,NRS23_OK_10010,08/14/2023,1,OK,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,945.759138381613,CCE/100-mL,,
2026-06-03,2022688,NRS_ID-10508,NRS23_ID_10038,08/15/2023,1,ID,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,335.728586356007,CCE/100-mL,,
2026-06-03,2022689,NRS_VA-10186,NRS23_VA_2168,08/15/2023,1,VA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,1220.25488995871,CCE/100-mL,,
2026-06-03,2022690,NRS_VT-10142,NRS23_VT_10005,08/15/2023,2,VT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,,CCE/100-mL,ND,
2026-06-03,2022691,NRS_NY-10265,NRS23_NY_10060,08/15/2023,1,NY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,1599.45755359786,CCE/100-mL,,
2026-06-03,2022692,NRS_NJ-10062,NRS23_NJ_10004,08/15/2023,1,NJ,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,689.106593471016,CCE/100-mL,,
2026-06-03,2022693,NRS_NE-10199,NRS23_NE_10042,08/15/2023,1,NE,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,2768.23970353505,CCE/100-mL,,
2026-06-03,2022694,NRS_CA-11489,NRS23_CA_10324,08/15/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,909.63747562306,CCE/100-mL,,
2026-06-03,2022695,NRS_CA-11413,NRS23_CA_10228,08/15/2023,1,CA,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,606.656616630136,CCE/100-mL,,
2026-06-03,2022696,NRS_KY-10100,NRS23_KY_10002,08/15/2023,1,KY,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,19,1632.82416804229,CCE/100-mL,,
2026-06-03,2022697,NRS_OR-10678,NRS23_OR_10020,08/15/2023,1,OR,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,1318.48324441233,CCE/100-mL,,
2026-06-03,2022698,NRS_NC-10153,NRS23_NC_10010,08/15/2023,1,NC,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,,CCE/100-mL,ND,
2026-06-03,2022699,NRS_ME-10334,NRS23_ME_10018,08/15/2023,1,ME,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,791.656360037898,CCE/100-mL,,
2026-06-03,2022700,NRS_UT-10370,NRS23_UT_10006,08/15/2023,1,UT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,28,,CCE/100-mL,ND,
2026-06-03,2022701,NRS_KS-10368,NRS23_KS_10172,08/15/2023,1,KS,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,16,520.806011416515,CCE/100-mL,,
2026-06-03,2022702,NRS_IN-10116,NRS23_IN_10014,08/15/2023,1,IN,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,17,5757.67281286067,CCE/100-mL,,
2026-06-03,2022703,NRS_MT-10572,NRS23_MT_10043,08/14/2023,1,MT,ENTE,WATER,AWBERC-CEMM,ENTEROCOCCI,REGULAR,18,266.497682848545,CCE/100-mL,,COC-Sample thawed due to transit delay
